city,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
gurgaon,flat,sector 88a,1.38,3,3,3+,Relatively New,2295.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 66,2.99,3,3,3,Relatively New,2000.0,1,0,2,Low,Mid Floor
bangalore,flat,"garebhavipalya, hosur road",1.96,3,2,3,Relatively New,1222.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 82,1.15,3,4,2,Relatively New,1620.0,1,0,2,Medium,High Floor
bangalore,house,"8th phase jp nagar, bangalore",4.4,4,6,3,New Property,4500.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 90,0.5,2,2,1,New Property,650.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 28,0.9,4,2,3+,Old Property,1382.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 37c,0.35,2,2,1,Relatively New,850.0,0,0,2,High,Mid Floor
gurgaon,house,sector 46,3.55,5,4,3+,Moderately Old,1449.0,1,0,2,Medium,Mid Floor
gurgaon,house,sector 54,2.0,9,9,3,Relatively New,60.0,1,0,1,Low,High Floor
gurgaon,flat,sector 71,1.0,1,1,1,Moderately Old,868.969647,0,0,0,Low,Mid Floor
gurgaon,house,sector 12,3.5,8,8,3+,Relatively New,4800.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 90,0.8,2,3,2,Relatively New,1350.008338,0,0,0,Low,Low Floor
bangalore,house,"sadaramangala, kr puram",5.87,4,4,2,Under Construction,4277.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 67a,0.62,2,2,2,Relatively New,581.0,0,0,0,Medium,Low Floor
gurgaon,flat,sector 90,0.7,2,2,3,New Property,1223.0,0,0,0,Medium,Mid Floor
bangalore,flat,"doddakannelli, sarjapur road",1.79,3,2,2,New Property,1000.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 109,1.3,3,2,3,Moderately Old,1701.0,0,0,0,Medium,High Floor
gurgaon,flat,sector 65,2.8,3,3,3+,Relatively New,1650.0,1,0,2,Low,Mid Floor
bangalore,flat,"hebbal, bangalore",2.85,3,3,1,New Property,1869.0,0,0,0,Medium,Low Floor
gurgaon,flat,sector 78,0.75,2,2,1,Moderately Old,1239.0325289999998,0,0,0,Low,Mid Floor
gurgaon,flat,sector 108,1.2,3,2,3+,Relatively New,1550.0,1,0,2,High,High Floor
gurgaon,flat,sector 62,9.14,4,6,3,Relatively New,3931.0,1,1,2,Medium,High Floor
gurgaon,flat,sector 60,3.7,4,5,3,Relatively New,2533.0,1,0,2,High,Mid Floor
gurgaon,flat,sector 95,0.56,2,2,2,Relatively New,1364.001408,0,0,0,Low,Mid Floor
gurgaon,flat,sector 37d,1.79,4,3,3,Relatively New,1808.0,0,0,2,Low,High Floor
gurgaon,flat,sector 112,3.65,3,4,3+,Relatively New,2225.56,1,0,2,High,High Floor
gurgaon,flat,sector 89,1.2,3,3,2,New Property,1422.9875799999998,0,0,0,Low,Low Floor
gurgaon,flat,sector 81,0.65,2,2,2,Moderately Old,985.0,0,0,0,Medium,High Floor
gurgaon,house,sector 26,31.5,7,9,3+,Moderately Old,9000.0,1,1,1,Medium,Mid Floor
gurgaon,flat,sector 65,5.9,3,3,3,Moderately Old,3043.0,0,0,1,Low,Mid Floor
bangalore,house,"pulikeshi nagar, bangalore",1.05,3,3,3,Moderately Old,475.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 33,1.2,2,2,2,New Property,1491.984179,0,0,0,Medium,Low Floor
gurgaon,flat,sector 90,1.54,4,4,3+,Moderately Old,2200.0,1,0,2,Medium,High Floor
bangalore,flat,"ideal homes layout, rajarajeshwari nagar",2.75,3,3,2,Old Property,1510.0,0,0,1,Low,Low Floor
bangalore,flat,"varthur, bangalore",2.1,2,2,2,New Property,990.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 69,1.78,4,4,2,Relatively New,1819.0,0,0,2,High,Mid Floor
gurgaon,flat,sector 71,1.25,3,4,2,Relatively New,1577.0,1,0,1,Medium,High Floor
gurgaon,flat,sector 37c,0.95,3,1,0,Relatively New,1819.960212,0,0,0,Low,Low Floor
gurgaon,house,sector 47,8.81,8,6,3+,Moderately Old,3240.0,1,0,2,Low,Mid Floor
gurgaon,house,sector 3 phase 3 extension,0.85,1,1,0,Moderately Old,999.96631,0,0,0,Low,Low Floor
gurgaon,house,sector 5,3.5,6,5,2,Old Property,2250.0,1,0,1,High,Mid Floor
gurgaon,house,sector 15,10.0,5,5,2,Old Property,4518.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 70a,1.25,2,2,2,New Property,1402.0,0,0,0,Low,High Floor
gurgaon,house,sector 92,1.8,4,5,0,Relatively New,2359.985075,0,0,0,Low,High Floor
gurgaon,flat,sector 65,1.75,3,3,3,Relatively New,1080.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sohna road,0.38,2,2,2,Relatively New,750.028552,0,0,0,Low,Mid Floor
bangalore,flat,"sarjapur, bangalore",0.65,2,2,1,New Property,705.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 2,1.36,3,3,3+,Moderately Old,1611.0,0,0,0,Medium,Mid Floor
bangalore,flat,"budigere cross, bangalore",1.4,2,2,1,New Property,903.0,0,0,0,Low,High Floor
gurgaon,flat,sector 90,1.2,3,3,3+,Relatively New,1572.0,0,0,0,Medium,High Floor
bangalore,flat,"soukya road, whitefield, bangalore",1.17,2,2,1,Under Construction,731.0,0,0,0,Low,High Floor
gurgaon,flat,sector 92,0.62,2,2,2,New Property,1498.0119629999997,0,0,0,Low,Mid Floor
gurgaon,flat,sector 63,4.49,4,4,3+,New Property,3499.0,0,0,2,Medium,Mid Floor
gurgaon,flat,sector 54,3.25,3,3,3+,Old Property,2557.0,0,0,2,Medium,Low Floor
gurgaon,flat,sector 107,1.2,3,3,3,Relatively New,1750.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 62,9.2,4,6,3,Relatively New,3866.0,1,0,2,High,Mid Floor
gurgaon,flat,sector 99,3.25,4,4,3+,New Property,3040.0,1,0,0,Medium,Low Floor
bangalore,house,"hennur road, bangalore",5.5,6,6,3+,New Property,3960.0,0,1,0,Low,Low Floor
gurgaon,house,sector 12,2.9,7,7,3,Old Property,2700.0,0,0,0,Low,Low Floor
bangalore,house,"sarjapur, bangalore",1.9,3,3,1,Moderately Old,1500.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 2,0.4,1,1,1,Moderately Old,450.0,0,0,2,Low,Mid Floor
gurgaon,house,sector 4,0.6,3,3,1,Old Property,57.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 92,0.95,4,5,3+,Relatively New,1894.984595,0,0,0,Low,High Floor
gurgaon,flat,sector 49,1.72,3,3,2,Old Property,2444.0,0,0,2,Medium,Low Floor
bangalore,flat,"begur, bangalore",2.65,3,3,2,Relatively New,1693.0,0,1,0,Low,High Floor
bangalore,flat,"bannerghatta road, bangalore",3.8,4,4,2,Relatively New,2222.0,0,0,0,Low,High Floor
gurgaon,flat,sector 86,1.55,3,3,1,Relatively New,1900.0,0,0,2,High,High Floor
gurgaon,flat,sector 89,1.3,3,3,2,New Property,1179.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 79,1.3,2,4,2,Relatively New,1222.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 77,1.09,3,4,3+,Relatively New,1832.0,1,0,2,High,Mid Floor
gurgaon,flat,sector 84,2.28,4,4,3+,Relatively New,2998.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 86,0.67,2,2,1,Relatively New,1231.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 48,7.8,4,4,3+,Relatively New,3240.0,1,1,2,Medium,Low Floor
gurgaon,flat,sector 89,1.16,3,2,3,New Property,998.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 69,1.6,3,3,2,Relatively New,1428.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 58,3.8,3,4,1,Moderately Old,2164.0,1,0,2,High,High Floor
gurgaon,house,sohna road road,1.35,5,5,3+,Relatively New,1350.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 81,2.3,3,4,3+,New Property,1893.0,1,0,1,High,Mid Floor
gurgaon,flat,sector 90,0.65,2,2,3,Relatively New,1050.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 7,1.16,5,4,2,Moderately Old,1102.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 102,1.75,3,3,3+,Relatively New,1464.0,0,0,0,Low,Low Floor
gurgaon,house,sector 50,12.0,3,4,2,Moderately Old,3240.0,1,0,2,Medium,Low Floor
bangalore,house,"chikkagubbi, hennur road",3.0,3,3,3+,New Property,1700.0,1,1,0,Medium,Mid Floor
gurgaon,flat,sector 81,2.25,3,4,3+,Relatively New,2090.0,1,0,1,High,High Floor
gurgaon,flat,sector 43,6.0,4,4,3+,Old Property,2555.0,1,0,2,High,High Floor
gurgaon,flat,sector 56,2.09,4,4,3+,Relatively New,2300.0,0,0,2,Medium,Mid Floor
gurgaon,house,sector 7,3.0,7,7,0,Old Property,2610.030472,0,0,0,Low,Mid Floor
gurgaon,flat,sector 73,0.9,3,3,3,Under Construction,1622.0120909999998,1,0,0,Medium,Mid Floor
bangalore,flat,"whitefield, bangalore",0.85,3,3,2,Moderately Old,1633.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 43,6.5,4,4,3+,Moderately Old,2712.0,1,0,0,Low,Mid Floor
bangalore,house,"ardendale, kannamangala, bangalore",3.65,3,3,2,Old Property,2777.0,1,1,0,Medium,Low Floor
gurgaon,house,sector 56,7.5,8,8,3+,Relatively New,3240.0,1,0,1,Low,Mid Floor
bangalore,house,"electronic city, bangalore",4.3,3,3,2,Moderately Old,2400.0,1,0,0,Low,Low Floor
gurgaon,flat,sector 86,1.35,3,3,1,Relatively New,1745.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 14,6.5,4,4,3+,Moderately Old,3150.0,0,0,0,Low,Low Floor
gurgaon,house,sector 25,6.6,6,7,3+,Moderately Old,1800.0,1,0,2,Medium,Low Floor
bangalore,flat,"k channasandra, bangalore",1.69,3,3,2,Relatively New,1750.0,0,0,2,Low,Mid Floor
gurgaon,house,sohna road,1.5,2,3,2,New Property,1053.0,0,0,2,Medium,Low Floor
gurgaon,flat,sector 92,1.0,4,3,2,Relatively New,2166.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 56,1.7,3,2,3,Old Property,1585.0,0,1,0,Medium,Mid Floor
gurgaon,house,sector 105,0.43,3,3,3,Relatively New,1050.0,0,0,0,Low,Low Floor
bangalore,flat,"electronic city phase 2, bangalore",0.55,2,2,2,New Property,1000.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 56,7.25,8,8,3+,Moderately Old,2471.0,0,0,2,Low,Low Floor
bangalore,house,"koramangala, bangalore",15.0,5,6,3,New Property,7777.0,1,1,0,Medium,Mid Floor
gurgaon,flat,sector 79,0.36,2,2,1,New Property,546.052647,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 90,0.86,3,4,3,Relatively New,1525.0,1,0,2,Medium,Low Floor
gurgaon,flat,sector 33,2.96,4,4,3,New Property,2371.0,1,0,2,Low,Low Floor
gurgaon,house,sector 66,15.1,5,5,3+,New Property,8067.799999999999,1,1,0,Medium,Mid Floor
gurgaon,house,sector 50,11.58,5,5,3,Moderately Old,3240.0,1,0,0,Low,Low Floor
bangalore,house,"attibele, bangalore",1.8,3,3,1,Relatively New,1818.0,0,0,1,Low,Low Floor
gurgaon,house,sector 26,7.0,5,5,2,Relatively New,1783.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 65,2.85,4,4,3+,Relatively New,1975.0,1,0,2,High,Low Floor
gurgaon,flat,sector 92,0.85,3,2,2,Relatively New,1299.956203,0,0,0,Low,High Floor
gurgaon,house,sector 110,0.34,2,2,2,Moderately Old,270.0,0,0,0,Low,Mid Floor
gurgaon,flat,sohna road,0.66,2,2,3,Relatively New,977.0,0,0,0,Low,High Floor
gurgaon,house,sector 38,4.3,9,9,3+,Relatively New,1494.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 89,1.1,2,2,2,New Property,1225.0,0,1,0,Medium,Mid Floor
bangalore,flat,"garebhavipalya, hosur road",2.28,3,2,1,Relatively New,1278.0,0,0,2,Low,Mid Floor
bangalore,flat,"yeshwanthpur industrial area, bangalore",2.2,2,2,2,Moderately Old,1333.0,0,0,2,Low,Mid Floor
gurgaon,house,sector 50,10.3,5,6,3+,Moderately Old,3240.0,1,1,2,High,Mid Floor
bangalore,house,"whitefield, bangalore",7.2,4,4,2,Relatively New,2100.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 36a,0.5,1,1,1,Relatively New,599.979786,0,0,0,Low,Mid Floor
gurgaon,flat,sector 84,0.92,3,3,3,Relatively New,1651.0,0,0,0,Medium,Low Floor
bangalore,flat,"kanakapura road, bangalore",1.35,2,2,1,Relatively New,862.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 112,7.99,4,6,3,New Property,6382.023948999999,1,1,2,Medium,Low Floor
bangalore,house,"chandapura, bangalore",1.65,3,3,1,New Property,1200.0,0,1,0,Medium,Low Floor
gurgaon,flat,sector 85,2.05,4,4,3+,Relatively New,2500.0,1,0,2,Low,Mid Floor
gurgaon,flat,sector 109,1.6,3,3,3,Relatively New,1550.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 33,1.5,3,3,3,Under Construction,1402.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 67,1.5,5,3,2,New Property,1800.0,0,0,0,Low,Low Floor
bangalore,flat,s,2.6,4,4,3,Moderately Old,3111.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 95,0.38,2,2,2,New Property,71688.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 1,0.85,3,3,3+,Relatively New,2081.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 81,0.95,2,2,2,Relatively New,1260.0,0,0,2,High,High Floor
gurgaon,flat,sector 49,1.79,3,3,3,Old Property,1555.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 102,1.3,3,3,3,Relatively New,1388.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 61,2.2,3,3,2,Under Construction,1811.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 110,3.7,4,5,3,Relatively New,3076.0,1,0,0,High,Mid Floor
gurgaon,flat,sector 102,0.95,2,2,2,Relatively New,915.039139,0,0,0,Low,High Floor
gurgaon,flat,sector 57,5.5,5,6,3+,Moderately Old,5009.949616,1,0,2,High,High Floor
gurgaon,flat,manesar,0.91,3,3,3+,Moderately Old,1900.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 70,1.55,3,3,3,Relatively New,1527.0,1,0,0,Low,Mid Floor
gurgaon,house,sector 105,1.2,7,4,1,Moderately Old,900.0,0,0,0,Low,Low Floor
gurgaon,flat,sohna road,0.3,2,2,2,Relatively New,743.032017,0,0,0,Low,Mid Floor
gurgaon,flat,sector 110,0.22,2,1,1,Relatively New,543.0,0,0,0,Low,Low Floor
bangalore,flat,"kasavanhalli, bangalore",0.79,2,2,0,New Property,892.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 61,2.57,3,3,2,Under Construction,1630.0,0,0,0,Low,Mid Floor
gurgaon,flat,sohna road,0.54,2,1,3,New Property,828.0,0,0,0,Medium,Low Floor
gurgaon,house,sector 48,7.69,4,5,3,Moderately Old,3195.0,1,1,2,Medium,Low Floor
bangalore,house,"whitefield, bangalore",7.0,3,3,2,Old Property,1796.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 95,0.21,1,1,1,Relatively New,38217.0,0,0,0,Medium,High Floor
bangalore,flat,"yelahanka, bangalore",0.989,3,2,1,New Property,1689.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 102,2.5,4,5,3+,Relatively New,2600.0,1,0,2,High,Mid Floor
gurgaon,flat,sector 83,1.76,3,3,3,Relatively New,1500.0,1,0,2,High,Mid Floor
gurgaon,flat,sector 108,0.85,3,3,2,Relatively New,1500.0,1,0,0,Medium,Low Floor
gurgaon,flat,sector 90,1.26,3,3,3,Relatively New,1603.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 88a,1.15,2,2,3,Relatively New,1380.0,0,0,0,High,High Floor
gurgaon,house,sector 66,8.7,4,5,2,New Property,2250.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 25,3.7,4,4,3,Old Property,2333.0,1,0,2,Low,High Floor
gurgaon,flat,sohna road,0.54,2,2,2,Relatively New,939.0,0,0,0,High,Mid Floor
bangalore,house,"whitefield, bangalore",6.6,4,4,2,Old Property,2804.0,0,0,0,Low,Low Floor
bangalore,flat,"hosa road, bangalore",1.9,3,3,1,Relatively New,1444.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 66,3.2,3,3,3,Relatively New,1800.0,1,1,2,Medium,High Floor
gurgaon,flat,sector 107,1.3,3,3,3+,Relatively New,1554.0,0,0,2,High,Mid Floor
gurgaon,flat,sector 107,1.3,3,3,3,Relatively New,1547.0,0,0,0,Medium,Mid Floor
bangalore,house,"soukya road, whitefield, bangalore",1.25,4,4,1,Under Construction,1500.0,0,0,0,Low,Mid Floor
bangalore,house,"ardendale, kannamangala, bangalore",13.0,4,4,2,Moderately Old,4093.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 70,1.64,3,5,3,Relatively New,1527.0,1,0,0,Medium,Mid Floor
gurgaon,flat,manesar,0.9,3,3,3+,Moderately Old,2069.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 37d,1.5,3,2,3+,Relatively New,1375.0,0,0,0,Low,High Floor
gurgaon,house,sector 23,2.4,3,3,2,Moderately Old,2000.0,0,1,0,Low,Low Floor
gurgaon,flat,sohna road,0.26,2,2,2,New Property,640.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 84,1.01,3,3,2,Relatively New,1475.0,0,0,0,Low,High Floor
gurgaon,house,sector 57,3.8,8,8,3+,Relatively New,1458.0,0,1,2,Medium,Mid Floor
bangalore,flat,"uttarahalli manavarthekaval, kanakapura road",1.85,3,2,2,New Property,1094.0,0,0,0,Low,High Floor
gurgaon,flat,sector 110,4.1,5,5,2,Relatively New,3500.0,1,0,0,High,Mid Floor
bangalore,flat,"electronic city phase 2, bangalore",0.73,3,2,2,New Property,1111.0,0,0,0,Low,Low Floor
bangalore,flat,"hadosiddapura, chikkakannalli, bangalore",1.05,3,2,2,Moderately Old,1246.0,1,0,0,Medium,Mid Floor
gurgaon,house,manesar,2.0,3,1,0,Moderately Old,1337.4,0,0,0,Low,Mid Floor
bangalore,house,"uttarahalli manavarthekaval, kanakapura road",4.6,4,4,3,Moderately Old,2000.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 111,5.25,4,6,3+,Relatively New,4072.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 84,2.2,4,4,3,Relatively New,3222.0,1,0,0,Low,Mid Floor
bangalore,house,"vyalikaval, sankey road, bangalore",4.0,4,4,2,Old Property,1300.0,1,0,0,Low,Low Floor
gurgaon,flat,sector 90,1.51,4,4,3+,Relatively New,2362.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 65,2.25,3,3,3,Relatively New,1600.0,1,0,2,Low,Mid Floor
gurgaon,flat,sector 74,1.52,2,2,3,Relatively New,1250.0,0,1,0,High,Mid Floor
gurgaon,flat,sector 85,0.9,4,4,3,Moderately Old,1575.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 79,1.3,3,3,3+,Relatively New,1213.0,0,0,2,Medium,Low Floor
gurgaon,flat,sector 90,0.47,2,2,1,New Property,767.0,0,0,0,Low,Low Floor
gurgaon,house,sector 50,12.5,4,4,3+,Relatively New,3060.0,1,0,1,High,Low Floor
gurgaon,flat,sector 61,2.5,3,3,1,Under Construction,1549.032849,0,0,0,Low,Low Floor
bangalore,flat,"attibele, bangalore",0.48,2,2,1,New Property,775.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 108,0.9,2,3,3,Relatively New,1161.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 33,1.35,3,2,3+,New Property,1409.0,0,0,0,Low,High Floor
gurgaon,house,sector 2,0.35,2,2,0,New Property,600.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 102,1.6,3,3,3,Relatively New,1314.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 92,0.87,4,4,2,Moderately Old,1583.0,0,1,1,Medium,Low Floor
gurgaon,flat,sector 63a,2.1,2,2,2,Under Construction,1400.0,0,0,0,Low,Low Floor
bangalore,flat,"soukya road, whitefield, bangalore",1.5,3,3,3,Relatively New,1482.0,0,0,0,Low,High Floor
gurgaon,flat,sector 83,1.3,3,3,3,Relatively New,1387.0,1,0,2,High,High Floor
gurgaon,flat,sector 4,0.45,2,2,1,Relatively New,944.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 86,0.78,2,2,1,New Property,1231.0,0,0,0,Medium,Mid Floor
bangalore,flat,"electronic city phase 2, bangalore",0.73,3,2,2,New Property,1111.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 90,1.65,4,4,3+,Moderately Old,2139.0,1,0,2,Medium,High Floor
bangalore,house,"devanahalli, bangalore",3.25,4,4,2,New Property,3111.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 49,0.94,1,2,2,Moderately Old,745.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 60,2.85,3,4,3+,Relatively New,2045.0,1,0,2,High,Mid Floor
gurgaon,house,sector 47,1.15,3,3,3,Old Property,275.0,0,0,2,Low,Low Floor
gurgaon,house,sector 57,9.25,5,5,3+,Relatively New,5580.0,1,1,2,High,Mid Floor
gurgaon,flat,sector 102,1.4,2,2,2,New Property,1166.0,0,0,2,Low,High Floor
gurgaon,flat,sector 95,0.27,2,2,0,Relatively New,758.0,0,0,0,Low,Low Floor
gurgaon,house,sector 57,3.65,6,6,2,Moderately Old,3450.0,1,1,1,High,Mid Floor
gurgaon,flat,sector 107,0.75,2,2,3+,Relatively New,1201.0,0,0,2,High,High Floor
gurgaon,flat,sohna road,0.32,2,2,2,New Property,577.0,0,0,0,Low,Low Floor
bangalore,flat,"sarjapur road, bangalore",2.56,3,3,2,Under Construction,1934.0,0,0,0,Low,Mid Floor
bangalore,flat,"garebhavipalya, hosur road",0.87,2,2,1,Relatively New,833.0,0,0,2,Low,Low Floor
gurgaon,flat,sector 37c,1.43,3,3,3+,Relatively New,1845.0,1,0,0,Low,Low Floor
gurgaon,flat,new,0.38,2,2,1,Under Construction,767.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 69,0.75,2,2,2,Moderately Old,1099.962941,0,0,0,Low,Mid Floor
bangalore,flat,"hennur road, bangalore",1.8,2,2,1,New Property,1583.0,0,0,0,Low,Mid Floor
gurgaon,house,sohna road road,1.2,4,4,3+,Old Property,535.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 82,0.67,2,2,3,Moderately Old,1150.015076,0,0,0,Medium,Low Floor
gurgaon,house,sector 82,7.0,4,4,3+,Relatively New,3900.0,1,0,1,Medium,Mid Floor
gurgaon,flat,sector 109,2.1,3,4,3+,Relatively New,2100.0,1,0,2,High,High Floor
bangalore,house,"chandapura, bangalore",2.1,10,9,3+,Old Property,1200.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 65,2.9,4,4,0,Relatively New,2194.0,0,1,0,Medium,Low Floor
gurgaon,flat,sector 85,1.04,2,3,3+,Relatively New,1575.0,0,1,0,Medium,Mid Floor
bangalore,flat,"chikkakannalli, bangalore",0.69,2,2,1,Moderately Old,833.0,0,0,0,Low,Mid Floor
bangalore,flat,"gs palaya, electronic city",0.56,2,2,2,New Property,889.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 81,0.5,2,2,3,Relatively New,700.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 90,1.75,4,4,3+,Relatively New,2004.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 108,1.7,3,4,3+,Relatively New,1500.29,1,0,0,Medium,High Floor
gurgaon,flat,sector 85,1.1,2,2,3+,Relatively New,1464.0,0,1,0,Medium,Mid Floor
gurgaon,flat,sector 58,2.2,2,2,1,Relatively New,1528.0,0,0,2,Low,Mid Floor
bangalore,house,"sarjapur road, bangalore",2.9,4,4,3,New Property,3555.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 3,0.5,2,2,1,Old Property,722.0,0,0,2,Low,Low Floor
gurgaon,flat,sector 79,1.95,3,4,3+,New Property,1658.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 79,0.71,2,2,3+,New Property,1280.0,0,0,0,Medium,High Floor
gurgaon,flat,sector 83,1.25,3,3,2,Moderately Old,1700.0,1,0,0,Medium,High Floor
bangalore,flat,"begur, bangalore",0.91,2,2,1,Old Property,944.0,0,0,2,Low,Low Floor
gurgaon,flat,sector 90,0.75,2,2,3,Relatively New,1444.0,0,0,0,Low,Mid Floor
gurgaon,flat,manesar,0.85,3,2,2,Moderately Old,1507.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 102,0.95,2,2,2,Relatively New,915.039139,0,0,0,Low,High Floor
gurgaon,flat,sector 37d,1.36,3,3,3,Under Construction,1535.0397790000002,0,0,0,Low,Low Floor
gurgaon,flat,sector 102,1.26,2,2,2,Relatively New,1099.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 95,2.0,3,4,3+,New Property,1964.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 56,1.99,4,4,3+,Old Property,2000.0,0,0,2,Medium,Mid Floor
gurgaon,flat,sector 43,5.8,4,4,3+,Old Property,2800.982058,0,0,0,Low,High Floor
gurgaon,flat,sector 99a,0.35,2,2,1,Relatively New,605.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 33,1.25,2,2,3+,Under Construction,1539.0,0,0,0,Low,High Floor
gurgaon,flat,sector 103,2.0,4,5,3+,New Property,2416.0,1,0,0,Low,High Floor
gurgaon,flat,sector 103,1.15,2,2,3,Relatively New,1250.0,0,0,2,Medium,Mid Floor
gurgaon,house,sector 86,0.42,5,3,2,Relatively New,50.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 65,2.75,4,4,3,Relatively New,1975.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 112,3.0,3,3,2,Relatively New,2600.0,0,0,2,Low,Low Floor
gurgaon,flat,sector 102,1.41,2,2,3,Relatively New,1238.0,0,0,0,Low,Low Floor
gurgaon,house,sector 50,11.5,5,6,0,Moderately Old,3240.041539,0,0,0,Low,Low Floor
gurgaon,flat,sector 81,2.7,3,3,3,Relatively New,2343.0,1,0,2,Low,High Floor
gurgaon,flat,sector 67a,0.7,2,2,1,New Property,657.0,0,0,0,Low,High Floor
bangalore,flat,"varthur, bangalore",1.44,3,2,2,New Property,1206.0,0,0,0,Low,Mid Floor
bangalore,house,"whitefield, bangalore",6.5,5,5,3,Relatively New,2400.0,0,0,0,Low,Low Floor
gurgaon,flat,sohna road,0.9,3,2,2,Under Construction,1013.0,0,0,0,Medium,Low Floor
gurgaon,house,sector 8,0.82,4,3,3,Moderately Old,900.0,0,0,0,Low,Low Floor
gurgaon,flat,sohna road,0.74,2,2,3+,New Property,1344.0,0,0,0,Medium,High Floor
gurgaon,house,sector 46,4.35,8,8,2,Relatively New,1836.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 103,1.05,2,2,3,Relatively New,1364.970159,0,0,2,Low,Low Floor
gurgaon,flat,sector 93,0.36,2,2,2,Relatively New,604.0,0,0,0,Low,Mid Floor
bangalore,house,"gattahalli, near sarjapur road, bangalore",4.0,4,5,3,Relatively New,3888.0,0,0,1,Medium,Mid Floor
