city,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
gurgaon,flat,sector 79,0.95,2,2,3,Relatively New,1611.0,0,0,2,High,Mid Floor
bangalore,house,"addevishvanathapura, doddaballapur road",7.5,4,4,3,Relatively New,3555.0,1,1,2,Low,Low Floor
gurgaon,flat,sector 95,0.55,3,2,2,New Property,811.0,0,0,2,Medium,High Floor
gurgaon,flat,sector 109,2.22,3,3,3,Relatively New,1896.0,1,0,0,Medium,High Floor
gurgaon,house,sector 43,6.5,5,4,3+,Moderately Old,1836.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 49,2.0,4,3,3+,Old Property,2492.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 81,0.9,2,2,3,New Property,1231.0,0,0,0,Medium,Mid Floor
bangalore,house,"7th phase jp nagar, bangalore",4.91,8,4,3,Old Property,4444.0,0,0,0,Low,Mid Floor
bangalore,flat,rajaj,15.0,5,7,3+,Relatively New,5555.0,1,1,1,Low,High Floor
gurgaon,flat,sector 61,2.1,3,3,3,Relatively New,1592.0,0,0,2,Low,High Floor
gurgaon,flat,sector 82,0.99,3,4,2,New Property,1620.0,1,0,0,Medium,High Floor
bangalore,flat,"kr puram, bangalore",1.27,2,2,3,New Property,1111.0,0,1,1,Low,High Floor
gurgaon,flat,sector 86,1.25,3,2,1,New Property,1529.0,0,0,0,Medium,Low Floor
gurgaon,flat,sector 92,0.75,3,4,3,Moderately Old,1777.0,0,0,0,Medium,Low Floor
gurgaon,flat,sector 37d,1.1,3,3,3,Relatively New,1700.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 4,3.3,3,3,2,Old Property,2250.0,0,0,0,Low,Low Floor
bangalore,flat,"whitefield, bangalore",1.06,2,2,1,Relatively New,717.0,0,0,0,Low,Low Floor
gurgaon,house,sector 28,2.58,4,2,2,Moderately Old,1458.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 56,1.45,3,3,3+,Moderately Old,1719.0,0,0,2,Medium,Low Floor
bangalore,flat,"huskur, near hoskote, bangalore",1.12,2,2,2,New Property,1055.0,0,0,0,Low,Low Floor
gurgaon,house,sector 3 phase 3 extension,0.5,5,3,3,Moderately Old,450.0,0,0,0,Low,Mid Floor
bangalore,house,"chikka tirupathi, bangalore",2.4,3,4,3+,New Property,3055.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 37d,0.68,2,2,3,New Property,644.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 2,1.55,3,4,3+,Moderately Old,1737.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 103,1.34,3,3,3+,Relatively New,1725.0,1,1,2,Low,High Floor
bangalore,house,"kanakapura road, bangalore",3.13,4,4,3,Under Construction,2459.0,1,1,0,Medium,Mid Floor
bangalore,flat,"devanahalli, bangalore",0.835,2,2,1,New Property,702.0,0,0,0,Low,High Floor
gurgaon,flat,sohna road,0.56,2,2,3,New Property,913.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 50,7.0,3,2,0,Moderately Old,2159.991813,0,0,0,Low,Low Floor
gurgaon,flat,manesar,0.75,3,4,3,Relatively New,2716.0,1,0,0,Low,Mid Floor
gurgaon,house,sector 57,6.21,6,6,3+,Old Property,2700.0,1,1,0,Medium,Mid Floor
bangalore,house,"kambipura, mysore road, bangalore",4.8,3,3,1,Moderately Old,1980.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 81,0.8,2,2,2,Under Construction,607.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 92,1.0,4,4,3,Relatively New,2093.040355,0,0,0,Low,Mid Floor
gurgaon,house,sector 67,8.0,6,7,3+,Moderately Old,3600.0,1,1,2,High,Mid Floor
bangalore,house,"akshayanagara west, akshaya nagar",4.45,3,3,3,Moderately Old,3710.0,0,1,0,Low,Low Floor
bangalore,flat,"varthur, bangalore",1.3,3,2,1,New Property,1146.0,0,0,0,Low,Low Floor
gurgaon,house,sohna road,0.85,3,2,2,Under Construction,1119.983795,0,0,0,Low,Low Floor
gurgaon,flat,sector 102,1.95,3,3,3,New Property,1464.0,0,1,0,Medium,High Floor
gurgaon,flat,sector 107,0.4,2,2,1,Relatively New,577.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 85,1.11,2,2,3,Relatively New,1630.0,0,1,0,High,Mid Floor
gurgaon,house,sector 43,2.5,7,7,3,Relatively New,963.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 81,2.3,3,4,3+,Relatively New,1853.0,1,0,2,High,High Floor
gurgaon,flat,sohna road,0.2,1,1,1,New Property,474.042156,0,0,0,Medium,Mid Floor
gurgaon,house,sector 2,9.0,5,5,2,Old Property,4680.0,1,1,1,Medium,Low Floor
gurgaon,flat,sector 106,0.39,1,1,1,Relatively New,567.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 79,1.3,2,2,3,New Property,1422.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 26,6.0,8,5,3+,Old Property,1800.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 103,1.34,3,3,3+,Relatively New,1560.0,0,0,0,Medium,High Floor
gurgaon,flat,sector 102,1.82,3,4,3+,Relatively New,1757.0,1,0,0,Medium,High Floor
gurgaon,flat,sector 108,1.5,3,4,0,Relatively New,2849.957803,0,0,0,Low,High Floor
gurgaon,house,sector 109,5.5,4,4,3+,New Property,2430.0,1,0,0,Medium,Low Floor
gurgaon,flat,sector 88a,1.75,3,3,3+,New Property,1305.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 51,1.7,3,4,3,Moderately Old,1773.0,0,1,0,Medium,Low Floor
gurgaon,house,sector 17,3.5,6,6,3+,Moderately Old,1440.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 70a,2.55,3,3,3,New Property,2000.0,1,0,2,High,High Floor
bangalore,house,"kodipalya, bangalore",2.4,2,2,3+,New Property,1010.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 103,4.35,4,4,3+,Relatively New,3222.0,1,1,2,Medium,Low Floor
gurgaon,flat,sector 89,0.88,2,2,3,New Property,1228.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 102,2.12,3,3,3,Relatively New,1852.036634,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 112,4.25,3,5,2,Relatively New,3000.0,1,0,0,Medium,High Floor
gurgaon,house,sector 33,11.0,5,6,3,New Property,4125.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 90,1.6,4,4,3+,Relatively New,2139.0,1,0,0,Medium,Mid Floor
gurgaon,house,sector 45,8.5,5,4,2,Moderately Old,3240.0,1,0,2,Low,Low Floor
gurgaon,flat,sector 71,0.59,2,2,1,Moderately Old,639.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 81,0.64,2,2,3,Relatively New,1361.0,0,0,2,Medium,High Floor
gurgaon,flat,gwal pahari,1.0,2,2,2,New Property,833.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 110,3.4,4,5,3,Relatively New,3000.0,1,0,0,High,Mid Floor
bangalore,flat,"varthur, bangalore",1.69,3,3,2,New Property,1322.0,0,1,0,Low,Mid Floor
gurgaon,flat,sector 90,1.25,3,3,2,Relatively New,1578.0,0,0,0,Low,High Floor
gurgaon,flat,sector 85,1.05,2,2,3+,Relatively New,1512.0,0,1,0,Medium,Mid Floor
gurgaon,flat,sector 90,1.0,3,4,3,New Property,1764.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 65,6.1,3,3,3,Moderately Old,3027.0,1,0,2,High,High Floor
gurgaon,flat,sector 107,1.02,2,2,3,Relatively New,1388.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 28,1.35,2,2,2,Old Property,1120.0,0,1,0,Medium,High Floor
gurgaon,flat,sector 79,1.55,3,4,3,Relatively New,1416.0,1,0,2,High,High Floor
gurgaon,house,sector 47,5.25,9,9,3+,Relatively New,4650.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 85,2.15,4,5,3+,Relatively New,2544.0,1,0,0,High,Low Floor
gurgaon,flat,sector 89,1.2,3,3,2,New Property,1581.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 36,0.82,3,2,3,New Property,1201.0,0,0,0,Low,Low Floor
gurgaon,house,sector 8,1.6,4,6,1,Relatively New,558.0,0,0,0,Low,Mid Floor
bangalore,flat,"varthur, bangalore",0.58,2,2,2,New Property,880.0,0,0,0,Low,Low Floor
gurgaon,house,sector 21,0.6,8,3,2,Old Property,972.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 89,0.97,2,2,3+,New Property,1102.976833,0,0,0,Low,Low Floor
gurgaon,flat,sector 76,1.05,3,3,3+,Relatively New,1597.0,0,0,2,Medium,Mid Floor
gurgaon,house,sector 109,6.8,4,5,3,Relatively New,5400.0,1,0,0,Low,Low Floor
gurgaon,house,sector 57,6.0,4,5,2,Old Property,2700.0,1,0,2,Low,Low Floor
gurgaon,flat,sector 70,1.65,3,4,3,Relatively New,1527.0,1,0,2,Low,Mid Floor
gurgaon,flat,sector 110,1.8,3,3,3+,Relatively New,1850.0,1,0,2,Medium,Mid Floor
bangalore,flat,"sarjapur road, bangalore",1.0,2,2,2,Relatively New,444.0,0,0,0,Low,Low Floor
gurgaon,house,sector 49,6.75,5,4,2,Old Property,3420.0,1,1,0,Medium,Low Floor
gurgaon,flat,sector 92,0.7,3,2,2,Relatively New,1325.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 69,1.7,4,4,1,Relatively New,1782.0,0,0,0,Medium,High Floor
gurgaon,flat,sector 22,2.0,2,2,2,Relatively New,1533.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 46,3.5,4,4,2,Relatively New,1620.0,0,0,2,Low,Low Floor
bangalore,house,"kr puram, bangalore",3.0,9,8,1,New Property,4444.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 25,15.5,5,6,3+,Moderately Old,4518.0,1,1,0,Medium,Mid Floor
gurgaon,flat,sector 23,0.55,2,2,1,Moderately Old,995.0,0,0,2,Low,Low Floor
gurgaon,flat,sector 106,0.88,2,2,3+,Relatively New,940.0,0,0,0,Low,Low Floor
bangalore,house,"manyata tech park, thanisandra ma",14.0,9,9,3+,New Property,8888.0,1,0,2,Low,Mid Floor
bangalore,house,"sarjapur, bangalore",3.2,4,5,1,Under Construction,3199.0,1,0,0,Low,Mid Floor
gurgaon,house,sector 48,8.5,4,4,1,Relatively New,3240.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 112,4.75,3,5,3+,Relatively New,3405.0,1,0,2,Low,Mid Floor
gurgaon,house,sector 47,5.15,9,9,3+,Relatively New,1935.0,0,1,2,Medium,Mid Floor
gurgaon,flat,sector 65,3.5,4,4,3,Relatively New,1975.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 48,3.45,3,3,3,Moderately Old,1869.0,0,0,0,Low,High Floor
gurgaon,house,sector 9,0.35,2,2,1,Old Property,360.0,0,0,0,Low,Low Floor
bangalore,house,"yelahanka, bangalore",9.0,4,5,3,Relatively New,3111.0,1,0,0,Low,Low Floor
gurgaon,flat,sector 66,3.0,3,3,2,Relatively New,1950.0,1,0,0,Medium,High Floor
bangalore,flat,"varthur, bangalore",1.74,3,3,2,Under Construction,1228.0,0,0,0,Low,High Floor
gurgaon,flat,sector 72,4.0,4,5,3+,Relatively New,2700.0,1,0,2,High,High Floor
gurgaon,flat,sector 109,2.2,3,4,3,Relatively New,1860.0,1,0,0,High,High Floor
bangalore,flat,"bidarahalli, bangalore",0.98,2,2,1,Relatively New,705.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 2,0.35,2,2,2,Relatively New,799.973048,0,0,0,Low,Mid Floor
gurgaon,house,sector 92,0.85,4,4,3,Relatively New,1742.998327,0,0,0,Low,Mid Floor
gurgaon,flat,sector 65,2.36,3,3,3,Relatively New,1493.0,1,0,2,High,Low Floor
gurgaon,house,sector 3,0.9,3,3,0,Moderately Old,112.052199,0,0,0,Low,Low Floor
gurgaon,flat,sohna road,0.71,2,2,3,Relatively New,1154.0,0,0,0,High,Mid Floor
gurgaon,flat,sector 92,1.25,4,3,0,Under Construction,2039.974328,0,0,0,Low,High Floor
gurgaon,flat,sector 49,4.79,5,5,3+,Relatively New,3723.0,1,0,0,Low,High Floor
gurgaon,flat,sector 69,1.55,3,3,2,Relatively New,1428.0,0,0,2,Medium,Low Floor
gurgaon,flat,sector 99a,0.32,2,2,1,Relatively New,601.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 43,2.75,3,3,1,Moderately Old,1080.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 92,0.9,3,2,3,Relatively New,1240.0,0,0,0,Medium,High Floor
gurgaon,house,sector 25,6.3,4,4,3+,Old Property,1800.0,1,1,0,Medium,Low Floor
bangalore,flat,"whitefield, bangalore",2.85,2,2,2,Old Property,1418.0,0,0,0,Low,Mid Floor
bangalore,flat,"mysore road, bangalore",0.64,3,2,1,Moderately Old,894.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 70,1.15,2,2,3,Relatively New,1221.0,0,0,0,Low,Mid Floor
bangalore,flat,s,1.2,2,2,1,New Property,1051.0,0,0,0,Low,High Floor
bangalore,house,"hoskote, bangalore",3.7,4,4,3+,Relatively New,2700.0,1,0,1,Low,Low Floor
gurgaon,flat,sector 109,1.7,3,3,3,Moderately Old,1550.0,0,0,0,Low,High Floor
bangalore,house,"hoskote, bangalore",1.89,4,4,3,Relatively New,2333.0,1,1,0,Medium,Low Floor
gurgaon,flat,sector 66,1.51,2,2,2,Relatively New,1188.0,0,0,2,Medium,Mid Floor
bangalore,flat,"electronic city phase 2, bangalore",0.73,3,2,2,New Property,1222.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 85,1.73,4,5,3+,Relatively New,2017.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 108,0.98,2,3,3,Relatively New,978.223232,1,1,2,Low,High Floor
gurgaon,house,sector 25,10.85,6,6,1,Relatively New,2844.0,0,1,2,Medium,Mid Floor
gurgaon,flat,sector 85,0.67,2,2,2,Relatively New,1250.0,0,0,2,High,Mid Floor
gurgaon,flat,sector 70,1.1,2,2,2,New Property,1026.0,0,0,0,Low,Low Floor
gurgaon,house,sector 2,5.2,4,5,2,Moderately Old,5200.04009,0,0,0,Low,Low Floor
gurgaon,flat,sector 81,2.4,3,4,3+,New Property,2407.0,1,0,2,High,Mid Floor
bangalore,flat,"8th phase jp nagar, bangalore",1.55,2,2,2,Relatively New,1059.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 26,15.0,4,4,3,Moderately Old,4499.956034,1,1,2,Low,Mid Floor
gurgaon,flat,sector 82a,3.5,5,5,3+,Relatively New,2895.0,0,0,1,Low,High Floor
gurgaon,flat,sector 67,2.9,3,3,3,Relatively New,2047.0,0,0,2,Low,Low Floor
gurgaon,house,sector 2,6.0,5,6,3+,Old Property,2430.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 56,1.54,3,3,2,Old Property,1920.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 70a,1.64,3,3,3+,New Property,1950.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 77,1.79,3,3,3,New Property,1600.0,1,0,2,Low,Low Floor
gurgaon,flat,sector 83,1.19,3,3,2,Relatively New,1777.0,1,0,2,Low,Mid Floor
gurgaon,flat,sector 33,1.65,2,2,3,Under Construction,1279.0,0,0,0,Low,Low Floor
gurgaon,house,sector 109,9.4,5,6,3+,Relatively New,3600.0,1,1,2,Medium,Low Floor
gurgaon,flat,sector 83,0.85,2,2,2,Moderately Old,1100.0,0,0,2,Medium,High Floor
gurgaon,flat,sector 66,3.0,4,5,3+,Relatively New,2100.0,1,0,2,Low,Mid Floor
gurgaon,house,sector 56,8.0,10,10,3+,Relatively New,8286.0,1,0,1,Medium,Mid Floor
gurgaon,flat,sector 59,3.9,3,1,0,Under Construction,2294.971119,0,0,0,Low,Low Floor
bangalore,flat,"kanakapura road, bangalore",2.78,3,3,1,New Property,1710.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 37c,1.44,3,3,3+,New Property,2211.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 78,1.1,3,3,3+,Old Property,2176.030024,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 86,1.3,4,6,2,New Property,2521.0,1,0,0,Medium,High Floor
gurgaon,flat,sector 70a,1.75,3,4,3+,Relatively New,1705.970511,0,0,1,Low,High Floor
gurgaon,house,sector 4,0.92,4,4,3,Moderately Old,603.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 104,2.65,4,4,3+,Relatively New,2850.0,1,0,0,High,Mid Floor
gurgaon,flat,sector 82a,3.85,5,6,3+,New Property,5710.0,1,0,0,Medium,Mid Floor
bangalore,house,"jigani, bangalore",2.5,5,10,3+,Relatively New,1200.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 69,1.36,3,3,1,Relatively New,1392.0,0,0,0,Medium,High Floor
bangalore,house,"nagarbhavi, bangalore",4.5,3,4,2,Old Property,2400.0,0,1,0,Low,Low Floor
gurgaon,house,sector 3,1.5,7,2,0,Moderately Old,1980.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 3,0.26,2,1,2,Relatively New,611.0,0,0,0,Low,Low Floor
bangalore,flat,"whitefield, bangalore",13.1,5,6,3,Moderately Old,8496.0,1,0,1,Low,High Floor
gurgaon,flat,sector 70,2.35,4,4,3+,Moderately Old,2666.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 33,1.65,3,3,3,Under Construction,2217.0,1,0,0,Low,Low Floor
gurgaon,flat,sohna road,0.25,2,2,0,Relatively New,481.038691,0,0,0,Low,Low Floor
gurgaon,flat,sector 63,7.8,4,4,0,New Property,3950.028383,0,0,0,Low,Mid Floor
bangalore,house,"sarjapur road, bangalore",5.8,4,5,3,New Property,3173.0,1,0,0,Low,Low Floor
gurgaon,flat,sector 49,1.9,3,3,3,Moderately Old,2005.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sohna road,0.56,2,2,3,New Property,913.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 50,6.8,4,5,3,Old Property,2160.0,1,0,2,Medium,Mid Floor
gurgaon,flat,sector 99a,1.3,3,3,0,New Property,1997.026367,0,0,0,Low,High Floor
gurgaon,flat,sector 89,1.5,3,3,3,Under Construction,1480.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 25,10.0,5,6,3,Old Property,2700.0,1,1,2,Medium,Mid Floor
bangalore,flat,"gunjur, near varthur, bangalore",1.7,2,2,1,Moderately Old,939.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 48,4.25,4,5,3+,Moderately Old,4120.0,0,0,2,Medium,High Floor
bangalore,house,"whitefield, bangalore",10.25,4,4,2,Under Construction,3503.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 65,6.15,3,4,2,Relatively New,3354.999991,0,0,0,Low,High Floor
gurgaon,flat,sector 106,2.1,4,6,3+,Relatively New,2131.0,1,0,0,Medium,Mid Floor
gurgaon,flat,sector 83,0.83,2,2,2,Relatively New,1154.0,0,0,0,High,High Floor
gurgaon,flat,sector 33,1.67,3,2,2,Under Construction,1856.0,0,0,0,Medium,High Floor
gurgaon,house,sector 82,1.6,4,4,3+,Moderately Old,2425.0,1,0,0,Medium,High Floor
bangalore,house,"thanisandra, bangalore",2.25,4,4,3,Under Construction,1640.0,1,0,0,Low,Mid Floor
gurgaon,flat,sector 102,1.49,3,3,3,Relatively New,1314.0,0,0,2,High,Mid Floor
gurgaon,house,sector 7,1.75,4,2,2,Old Property,1575.0,0,0,0,Low,Low Floor
bangalore,house,"itpl, bangalore",2.5,4,4,3+,Moderately Old,4500.0,0,0,0,Low,Mid Floor
bangalore,house,"nandi hills, chikkaballapur, bangalore",19.75,5,5,3,Old Property,14600.0,1,1,0,Medium,Low Floor
gurgaon,house,sector 7,1.55,2,2,2,Moderately Old,1080.0,0,0,2,Medium,Low Floor
gurgaon,flat,sector 65,2.01,2,2,3,New Property,1482.0,0,0,0,Low,Mid Floor
bangalore,house,"hoskote, bangalore",1.85,4,4,1,Under Construction,1200.0,0,0,0,Low,Low Floor
bangalore,flat,"chokkanahalli, near thanisandra, bangalore",1.2,2,2,1,New Property,1000.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 89,1.0,2,2,3,New Property,1233.0,0,0,0,Medium,Mid Floor
bangalore,flat,"devanahalli, bangalore",0.5975,1,1,1,New Property,430.0,0,0,0,Low,Mid Floor
bangalore,flat,"doddathoguru, electronic city",0.5445,2,2,1,New Property,1210.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 70,1.5,3,5,3,Relatively New,1527.0,1,0,2,High,Mid Floor
gurgaon,flat,sector 84,0.3,1,1,1,New Property,500.0,0,0,2,Low,High Floor
gurgaon,flat,sector 65,1.73,3,3,3,Relatively New,1262.0,1,0,1,High,Mid Floor
bangalore,flat,"hoodi, bangalore",4.6,3,4,1,New Property,2021.0,1,0,0,Low,High Floor
bangalore,house,"devanahalli, bangalore",6.3,4,4,3+,Under Construction,3121.54,1,1,0,Low,Low Floor
bangalore,flat,"yeshwanthpur industrial area, bangalore",2.0,2,2,2,Moderately Old,1333.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 33,1.4,3,3,3,Under Construction,588.0,0,0,0,Medium,Low Floor
gurgaon,flat,sector 99a,1.38,4,5,3+,Relatively New,2150.0,1,0,0,Low,Low Floor
gurgaon,flat,sector 99,0.92,2,2,3+,Under Construction,1235.0,0,0,0,Medium,High Floor
gurgaon,house,sector 49,6.75,5,4,2,New Property,4499.956034,0,0,0,Low,Low Floor
gurgaon,flat,sector 92,0.78,2,2,3,Under Construction,846.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 66,3.5,3,3,2,Relatively New,2200.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 102,1.9,3,4,3+,Relatively New,1757.0,1,0,0,High,High Floor
bangalore,house,"budigere cross, bangalore",2.3,6,6,2,Relatively New,1290.0,0,1,2,Low,Mid Floor
gurgaon,flat,sector 104,1.25,3,4,3+,Relatively New,1668.0,1,0,0,Medium,High Floor
gurgaon,flat,sector 33,1.2,2,2,0,Under Construction,85.0,0,0,0,Low,High Floor
bangalore,house,"sadaramangala, kr puram",6.0,5,5,3+,Moderately Old,3039.0,0,0,0,Low,Low Floor
bangalore,house,"whitefield, bangalore",4.44,9,12,3+,New Property,6332.0,1,0,1,Low,Mid Floor
gurgaon,flat,sector 72,4.25,4,4,3+,Relatively New,2941.0,1,0,2,High,Low Floor
gurgaon,flat,sector 86,1.55,4,4,3+,Moderately Old,2038.0,1,0,2,Medium,High Floor
gurgaon,house,sector 109,5.7,4,4,3+,Relatively New,5400.0,1,0,0,Medium,Mid Floor
bangalore,house,"doddakannelli, sarjapur road",1.75,2,2,0,Old Property,1222.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 72,1.9,3,3,3,Relatively New,1974.960372,0,0,0,Low,Mid Floor
gurgaon,flat,sector 43,2.5,4,4,3+,Moderately Old,2722.0,1,0,2,Low,Mid Floor
gurgaon,flat,sector 43,1.5,3,3,3+,Old Property,1385.0,0,1,2,High,Mid Floor
bangalore,house,"1st block koramangala, bangalore",18.0,4,5,2,Old Property,4060.0,1,1,2,Medium,Low Floor
gurgaon,flat,sector 37d,0.6,2,2,3,New Property,625.0,0,0,0,Low,Mid Floor
gurgaon,house,sector 24,1.45,3,3,1,Old Property,540.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 90,0.7,2,2,3,New Property,1350.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 22,2.4,2,2,2,Relatively New,1200.0,0,0,1,Medium,Mid Floor
gurgaon,house,sector 50,7.0,4,4,2,Old Property,2160.0,1,0,0,Low,Low Floor
gurgaon,flat,sector 111,0.7,2,2,2,Relatively New,773.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 67a,2.0,3,3,3,New Property,1583.0,0,0,0,Low,High Floor
bangalore,house,"yelahanka, bangalore",8.5,4,4,2,New Property,3100.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 102,1.9,3,4,3,Relatively New,1604.0,1,0,0,Medium,High Floor
bangalore,flat,"pattandur agrahara, whitefield",3.2,3,3,2,Relatively New,1763.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 104,2.25,3,4,3+,Relatively New,2303.0,1,0,2,High,Mid Floor
bangalore,house,"kaggalipura, bangalore",2.0,7,7,1,New Property,2178.0,0,0,0,Low,Low Floor
bangalore,house,"sarjapur road, bangalore",6.5,5,7,2,New Property,4000.0,1,0,1,Low,Mid Floor
gurgaon,house,sector 2,1.0,9,7,3+,Moderately Old,1215.0,0,0,0,Low,Mid Floor
bangalore,flat,"kyalasanahalli, near hennur road, bangalore",2.75,3,3,3+,New Property,2000.0,0,0,0,Low,Low Floor
gurgaon,house,sector 12,2.0,5,5,2,Old Property,1350.008338,0,0,0,Low,Mid Floor
gurgaon,flat,sector 21,0.8,2,2,2,Old Property,1255.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 37d,0.8,2,2,3,Relatively New,1310.0,0,0,0,High,Mid Floor
gurgaon,flat,sector 104,1.32,2,2,2,Relatively New,1402.0,0,0,0,Medium,Mid Floor
bangalore,house,"hoskote, bangalore",1.69,3,3,2,Relatively New,2083.0,1,1,2,Low,Low Floor
bangalore,house,"ullal uppanagar, bangalore",1.9,3,4,3,New Property,600.0,0,0,2,Low,Mid Floor
gurgaon,flat,sector 63,3.0,3,3,3,New Property,2000.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 82,0.85,2,2,2,Relatively New,1294.0,0,0,0,Medium,Mid Floor
gurgaon,house,sector 2,2.95,4,4,3+,Old Property,1845.0,0,0,0,Low,Low Floor
gurgaon,flat,sector 92,0.5,3,3,2,Relatively New,1068.0,0,0,0,Low,Low Floor
gurgaon,house,sector 2,4.99,4,4,3+,Moderately Old,2642.0,1,1,0,Low,Mid Floor
bangalore,house,"sarjapur, bangalore",1.73,4,4,1,New Property,1457.0,1,1,0,Low,Low Floor
gurgaon,house,sector 43,8.25,5,6,3+,Moderately Old,2700.0,1,1,2,Medium,Mid Floor
bangalore,house,"kada agrahara, sarjapur road, bangalore",5.1,5,5,3+,New Property,2385.0,1,0,0,Low,Low Floor
gurgaon,house,sector 81,0.75,3,2,3,Under Construction,1095.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 108,3.35,3,4,2,New Property,2525.0,0,0,0,Medium,High Floor
bangalore,house,"karihobanahalli, near tumkur road, bangalore",2.85,7,7,2,Relatively New,4500.0,0,0,0,Low,Mid Floor
gurgaon,flat,sohna road,0.26,1,1,1,New Property,438.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 70a,1.15,2,2,3,New Property,1400.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 108,2.0,4,4,3+,Relatively New,2500.0,1,0,2,High,Mid Floor
gurgaon,flat,sector 50,6.75,4,4,0,Moderately Old,3395.0416990000003,0,0,0,Low,Mid Floor
bangalore,house,"nandi hills, chikkaballapur, bangalore",29.0,4,5,3+,Relatively New,11930.0,0,0,0,Low,Low Floor
bangalore,flat,"whitefield, bangalore",3.25,3,3,2,New Property,1504.0,0,0,0,Low,Mid Floor
gurgaon,flat,sector 106,1.05,2,2,2,New Property,1539.0,0,0,0,Medium,Mid Floor
gurgaon,flat,sector 81,2.5,3,3,2,Relatively New,2130.0,1,0,1,Medium,Mid Floor
gurgaon,flat,sector 77,1.35,3,3,3+,New Property,1451.0,0,1,2,Medium,Mid Floor
bangalore,flat,"sarjapur road, bangalore",2.6,3,3,1,New Property,1507.0,0,0,0,Low,Mid Floor
